purchase_order_number,purchase_order_line,order_date,ordering_facility_code,supplier_partner_code,item_code,item_description,item_category,ordered_quantity,ordered_unit,unit_price,currency,requested_delivery_date,authorization_class,declared_cost_center,order_status
PO-2023-00032,1,2023-04-11,FCL-1030,BP-30028,ITM-AGE-001,Orchard maintenance equipment,agricultural_equipment,22,unit,5051.73,KRN,2023-05-09,restricted,Cold Chain,completed
PO-2023-00033,1,2023-04-12,FCL-1019,BP-30054,ITM-CSE-002,Insulated transport container,cold_storage_equipment,11,unit,3345.97,AVL,2023-05-17,ordinary,Research Services,completed
PO-2023-00034,1,2023-04-13,FCL-1020,BP-30007,ITM-OFF-001,Office supply case,office_supply,54,case,87.78,AVL,2023-04-25,ordinary,Facilities,delayed
PO-2023-00035,1,2023-04-13,FCL-1007,BP-30078,ITM-AGR-002,Mixed orchard produce pallet,agricultural_product,50,pallet,1468.73,VLN,2023-05-08,ordinary,Clinical Services,completed
PO-2023-00036,1,2023-04-15,FCL-1024,BP-30044,ITM-MED-002,Sterile administration supplies,medical_consumables,84,case,279.08,KRN,2023-05-23,ordinary,Field Programmes,completed
PO-2023-00037,1,2023-04-15,FCL-1011,BP-30052,ITM-AGR-002,Mixed orchard produce pallet,agricultural_product,43,pallet,1501.44,VLN,2023-05-13,restricted,Facilities,completed
PO-2023-00038,1,2023-04-16,FCL-1030,BP-30055,ITM-MON-002,Field camera and sensor kit,monitoring_equipment,25,kit,2291.13,KRN,2023-05-07,expedited,Clinical Services,completed
PO-2023-00039,1,2023-04-17,FCL-1019,BP-30078,ITM-MED-001,General clinical consumable case,medical_consumables,64,case,164.22,AVL,2023-05-01,ordinary,Field Programmes,completed
PO-2023-00040,1,2023-04-18,FCL-1011,BP-30046,ITM-MON-003,Telemetry maintenance kit,monitoring_equipment,12 kit,kit,957.58,VLN,2023-05-23,ordinary,Clinical Services,completed
PO-2023-00041,1,2023-04-19,FCL-1025,BP-30044,ITM-MON-001,Acoustic monitoring kit,monitoring_equipment,30,kit,1833.69,NDH,2023-05-06,ordinary,Clinical Services,completed
PO-2023-00042,1,2023-04-19,FCL-1025,BP-30072,ITM-MON-003,Telemetry maintenance kit,monitoring_equipment,3,kit,1022.46,AVL,2023-05-29,restricted,General Operations,completed
PO-2023-00043,1,2023-04-19,FCL-1014,BP-30001,ITM-MON-002,Field camera and sensor kit,MONITORING_EQUIPMENT,29,kit,2163.08,NDH,2023-05-17,emergency,Field Programmes,completed
PO-2023-00044,1,2023-04-19,FCL-1019,BP-30017,ITM-LAB-002,Sample preparation material pack,laboratory_material,18,pack,450.26,AVL,2023-04-26,ordinary,Field Programmes,completed
PO-2023-00045,1,2023-04-19,FCL-1003,BP-30009,ITM-PRO-002,Cold-handling protective supplies,protective_equipment,50,case,678.77,TMB,2023-05-17,ordinary,Field Programmes,completed
PO-2023-00046,1,2023-04-20,FCL-1013,BP-30031,ITM-MON-003,Telemetry maintenance kit,monitoring_equipment,3,kit,893.63,NDH,2023-05-10,ordinary,Field Programmes,completed
PO-2023-00047,1,2023-04-20,FCL-1019,BP-30009,ITM-TRN-001,Regional refrigerated transport service,transport_service,1,service,4374.54,AVL,2023-05-05,ordinary,Clinical Services,completed
PO-2023-00048,1,2023-04-20,FCL-1007,BP-30078,ITM-RES-001,Applied research contract,research_contract,1,contract,19984.37,VLN,2023-04-28,ordinary,Facilities,completed
PO-2023-00049,1,2023-04-21,FCL-1011,BP-30009,ITM-BIO-003,Wildlife survey specimen lot,biological_sample,15,sealed_lot,929.00,VLN,2023-05-18,emergency,Clinical Services,completed
PO-2023-00050,1,2023-04-21,FCL-1030,BP-30021,ITM-AGR-002,Mixed orchard produce pallet,agricultural_product,48,pallet,1357.13,KRN,2023-05-08,expedited,Field Programmes,completed
PO-2023-00051,1,2023-04-21,FCL-1007,BP-30078,ITM-RES-001,Applied research contract,research_contract,1,contract,18043.65,VLN,2023-05-28,ordinary,Research Services,completed
PO-2023-00052,1,2023-04-22,FCL-1016,BP-30022,ITM-AGR-001,Durian produce pallet,agricultural_product,46,pallet,1752.69,TMB,2023-05-28,expedited,Agricultural Distribution,completed
PO-2023-00053,1,2023-04-23,FCL-1007,BP-30038,ITM-MON-003,Telemetry maintenance kit,monitoring_equipment,14,kit,1022.71,AVL,2023-05-27,ordinary,Field Programmes,completed
PO-2023-00054,1,2023-04-23,FCL-1016,BP-30039,ITM-COM-001,Secure communication service,communication_service,1,service,1604.26,TMB,2023-05-18,restricted,Research Services,completed
PO-2023-00055,1,2023-04-23,FCL-1012,BP-30037,ITM-COM-001,Secure communication service,communication_service,1,service,1609.86,VLN,2023-05-07,ordinary,Research Services,completed
PO-2023-00056,1,2023-06-12,FCL-1010,BP-30059,ITM-MON-001,Acoustic monitoring kit,monitoring_equipment,17,kit,1650.44,VLN,2023-06-19,ordinary,General Operations,completed
PO-2023-00057,1,2023-08-07,FCL-1004,BP-30059,ITM-RES-001,Applied research contract,research_contract,1,contract,17260.55,KRN,2023-09-06,ordinary,Research Services,completed
PO-2023-00058,1,2023-08-23,FCL-1011,BP-30030,ITM-AGR-002,Mixed orchard produce pallet,agricultural_product,44,pallet,1195.10,VLN,2023-09-19,ordinary,Facilities,completed
PO-2023-00059,1,2023-08-24,FCL-1025,BP-30026,ITM-CSE-002,Insulated transport container,cold_storage_equipment,10,unit,2902.63,AVL,2023-09-29,ordinary,Research Services,completed
PO-2023-00060,1,2023-08-27,FCL-1030,BP-30078,ITM-PRO-002,Cold-handling protective supplies,protective_equipment,58,case,645.01,AVL,2023-09-12,restricted,Field Operations,completed
PO-2023-00061,1,2023-09-01,FCL-1011,BP-30056,ITM-PRO-001,Field protective equipment case,protective_equipment,84,case,461.09,VLN,2023-09-28,ordinary,Clinical Services,completed
PO-2023-00062,1,2023-09-02,FCL-1011,BP-30018,ITM-OTH-001,General facility material,other,14,unit,605.62,VLN,2023-09-16,ordinary,Research Services,completed
PO-2023-00063,1,2023-09-03,FCL-1030,BP-30033,ITM-AGR-001,Durian produce pallet,agricultural_product,10,pallet,1993.63,KRN,2023-09-21,ordinary,Facilities,completed
PO-2023-00064,1,2023-09-04,FCL-1018,BP-30049,ITM-TRN-001,Regional refrigerated transport service,transport_service,1,service,4163.70,VLN,2023-09-21,expedited,General Operations,completed
PO-2023-00065,1,2023-09-04,FCL-1014,BP-30080,ITM-MEQ-001,Diagnostic equipment unit,medical_equipment,24,unit,20006.70,NDH,2023-10-02,ordinary,Field Programmes,completed
PO-2023-00066,1,2023-09-04,FCL-1019,BP-30078,ITM-GRA-001,Programme grant transfer,grant,1,grant,25335.85,AVL,2023-09-28,ordinary,Research Services,completed
PO-2023-00067,1,2023-09-06,FCL-1007,BP-30078,ITM-BIO-002,Environmental reference sample lot,biological_sample,10,sealed_lot,1462.19,VLN,2023-10-10,ordinary,Research Services,completed
PO-2023-00068,1,2023-09-06,FCL-1010,BP-30008,ITM-PRO-001,Field protective equipment case,protective_equipment,46,case,398.80,VLN,2023-10-12,ordinary,Facilities,completed
PO-2023-00069,1,2023-09-07,FCL-1010,BP-30033,ITM-MON-003,Telemetry maintenance kit,monitoring_equipment,11,kit,965.80,VLN,2023-10-09,ordinary,General Operations,completed
PO-2023-00070,1,2023-09-07,FCL-1010,BP-30079,ITM-MED-001,General clinical consumable case,medical_consumables,24,case,132.48,VLN,2023-09-17,expedited,Clinical Services,completed
PO-2023-00071,1,2023-09-07,FCL-1019,BP-30035,ITM-MON-001,Acoustic monitoring kit,monitoring_equipment,20,kit,2024.11,AVL,2023-09-25,ordinary,Agricultural Distribution,completed
PO-2023-00072,1,2023-09-08,FCL-1002,BP-30056,ITM-CSE-001,Portable cold-storage module,cold_storage_equipment,23,unit,12820.20,NDH,2023-10-08,ordinary,Agricultural Distribution,completed
PO-2023-00073,1,2023-09-08,FCL-1005,BP-30041,ITM-MED-002,Sterile administration supplies,medical_consumables,64,case,242.42,TMB,2023-10-15,ordinary,Research Services,completed
PO-2023-00074,1,2023-09-08,FCL-1029,BP-30005,ITM-BIO-002,Environmental reference sample lot,biological_sample,5,sealed_lot,1406.52,VLN,2023-09-21,expedited,Facilities,completed
PO-2023-00075,1,2023-09-09,FCL-1015,BP-30015,ITM-MED-002,Sterile administration supplies,medical_consumables,45,case,249.33,AVL,2023-09-19,ordinary,Field Programmes,cancelled
PO-2023-00076,1,2023-09-10,FCL-1008,BP-30040,ITM-COM-001,Secure communication service,communication_service,1,service,1423.76,NDH,2023-10-12,ordinary,Cold Chain,completed
PO-2023-00077,1,2023-09-11,FCL-1020,BP-30014,ITM-CSE-001,Portable cold-storage module,cold_storage_equipment,19,unit,13026.01,TMB,2023-10-07,ordinary,Field Programmes,completed
PO-2023-00078,1,2023-09-12,FCL-1015,BP-30060,ITM-AGR-002,Mixed orchard produce pallet,agricultural_product,38,pallet,1239.93,AVL,2023-09-25,expedited,Facilities,pending
PO-2023-00079,1,2023-09-13,FCL-1026,BP-30079,ITM-OTH-001,General facility material,other,16,unit,704.62,KRN,2023-10-14,emergency,Clinical Services,completed
PO-2023-00080,1,2023-09-15,FCL-1011,BP-30053,ITM-OFF-001,Office supply case,office_supply,88,case,107.72,VLN,2023-09-27,ordinary,General Operations,completed
PO-2023-00081,1,2023-09-15,FCL-1005,BP-30047,ITM-BIO-003,Wildlife survey specimen lot,biological_sample,14,sealed_lot,977.59,TMB,2023-09-23,expedited,Research Services,completed
PO-2023-00082,1,2023-09-15,FCL-1015,BP-30079,ITM-MED-002,Sterile administration supplies,medical_consumables,65,case,280.30,AVL,2023-10-07,ordinary,General Operations,completed
PO-2023-00083,1,2023-09-15,FCL-1018,BP-30047,ITM-MON-001,Acoustic monitoring kit,monitoring_equipment,9,kit,2027.52,VLN,2023-10-04,ordinary,Facilities,completed
PO-2023-00084,1,2023-09-16,FCL-1011,BP-30080,ITM-MEQ-001,Diagnostic equipment unit,medical_equipment,12,unit,20670.91,VLN,2023-10-11,restricted,General Operations,completed
PO-2023-00085,1,2023-09-16,FCL-1001,BP-30042,ITM-REF-001,Refrigeration maintenance service,refrigeration_service,1,service,2782.64,TMB,2023-10-02,restricted,Field Programmes,completed
PO-2023-00086,1,2023-09-17,FCL-1007,BP-30078,ITM-COM-001,Secure communication service,communication_service,1,service,1626.84,VLN,2023-10-20,ordinary,Research Services,completed
PO-2023-00087,1,2023-09-17,FCL-1012,BP-30047,ITM-CSE-001,Portable cold-storage module,cold_storage_equipment,12,unit,12326.40,VLN,2023-10-06,ordinary,Cold Chain,completed
PO-2023-00088,1,2023-09-18,FCL-1020,BP-30049,ITM-OFF-001,Office supply case,office_supply,53,case,108.62,TMB,2023-10-23,ordinary,Agricultural Distribution,completed
PO-2023-00089,1,2023-09-18,FCL-1010,BP-30038,ITM-MED-001,General clinical consumable case,medical_consumables,81,case,155.98,VLN,2023-10-28,ordinary,Clinical Services,completed
PO-2023-00090,1,2023-09-18,FCL-1011,BP-30056,ITM-CSE-002,Insulated transport container,cold_storage_equipment,3,unit,2969.21,VLN,2023-10-17,ordinary,Research Services,completed
PO-2023-00091,1,2023-09-20,FCL-1002,BP-30066,ITM-MED-002,Sterile administration supplies,medical_consumables,72,case,239.82,VLN,2023-10-29,emergency,Cold Chain,completed
PO-2023-00092,1,2023-09-20,FCL-1030,BP-30073,ITM-AGR-001,Durian produce pallet,agricultural_product,14,pallet,1960.13,KRN,2023-10-17,ordinary,Field Programmes,completed
PO-2023-00093,1,2023-09-21,FCL-1030,BP-30043,ITM-AGR-002,Mixed orchard produce pallet,agricultural_product,39,pallet,1502.59,KRN,2023-10-27,ordinary,Facilities,completed
PO-2023-00094,1,2023-09-21,FCL-1005,BP-30078,ITM-MED-002,Sterile administration supplies,MEDICAL_CONSUMABLES,45,case,285.93,TMB,2023-10-03,expedited,Field Programmes,completed
PO-2023-00095,1,2023-09-22,FCL-1003,BP-30043,ITM-TRN-001,Regional refrigerated transport service,transport_service,1,service,3815.30,KRN,2023-10-21,ordinary,Field Programmes,completed
PO-2023-00096,1,2023-09-22,FCL-1019,BP-30046,ITM-REF-001,Refrigeration maintenance service,refrigeration_service,1,service,3133.14,AVL,2023-09-30,ordinary,Cold Chain,completed
PO-2023-00097,1,2023-09-22,FCL-1007,BP-30041,ITM-REF-001,Refrigeration maintenance service,refrigeration_service,1,service,2457.70,VLN,2023-10-08,ordinary,Cold Chain,completed
PO-2023-00098,1,2023-09-23,FCL-1020,BP-30043,ITM-BIO-001,Temperature-sensitive clinical reference material,biological_sample,14,sealed_lot,4258.69,TMB,2023-10-06,ordinary,Agricultural Distribution,completed
PO-2023-00099,1,2023-09-23,FCL-1009,BP-30058,ITM-AGR-001,Durian produce pallet,agricultural_product,27,pallet,1765.34,VLN,2023-11-02,ordinary,Clinical Services,completed
PO-2023-00100,1,2023-09-26,FCL-1029,BP-30060,ITM-CON-001,Operational consulting service,consulting_service,1,service,5313.29,VLN,2023-10-10,ordinary,Facilities,completed
PO-2023-00101,1,2023-10-05,FCL-1024,BP-30049,ITM-PRO-002,Cold-handling protective supplies,protective_equipment,26,case,586.41,KRN,2023-10-15,ordinary,Agricultural Distribution,completed
PO-2023-00102,1,2023-10-14,FCL-1017,BP-30056,ITM-AGR-001,Durian produce pallet,agricultural_product,26,pallet,1766.06,AVL,2023-11-10,restricted,Field Programmes,delayed
PO-2023-00103,1,2023-10-22,FCL-1019,BP-30078,ITM-CSE-002,Insulated transport container,cold_storage_equipment,3,unit,3462.47,AVL,2023-11-06,expedited,Field Operations,completed
PO-2023-00104,1,2023/10/23,FCL-1010,BP-30032,ITM-MEQ-001,Diagnostic equipment unit,medical_equipment,6,unit,19048.29,VLN,2023-11-07,expedited,Research Services,completed
PO-2023-00105,1,2023-11-28,FCL-1015,BP-30054,ITM-AGR-002,Mixed orchard produce pallet,agricultural_product,15,pallet,1477.00,AVL,2023-12-10,ordinary,Research Services,completed
PO-2023-00106,1,2023-12-14,FCL-1016,BP-30037,ITM-REF-001,Refrigeration maintenance service,refrigeration_service,1,service,3185.41,TMB,2023-12-31,ordinary,Facilities,completed
PO-2023-00107,1,2023-12-15,FCL-1011,BP-30056,ITM-CSE-002,Insulated transport container,cold_storage_equipment,13,unit,3400.67,VLN,2024-01-13,ordinary,General Operations,completed
PO-2024-00001,1,2024-01-06,FCL-1011,BP-30056,ITM-LAB-001,Laboratory assay material pack,laboratory_material,39,pack,686.70,VLN,2024-01-13,ordinary,Clinical Services,completed
PO-2024-00002,1,2024-01-16,FCL-1010,BP-30078,ITM-MED-001,General clinical consumable case,medical_consumables,13,case,148.20,VLN,2024-02-11,ordinary,Clinical Programmes,completed
PO-2024-00003,1,2024-02-06,FCL-1010,BP-30078,ITM-MED-001,General clinical consumable case,medical_consumables,81,case,152.44,VLN,2024-02-26,ordinary,Clinical Programmes,completed
PO-2024-00004,1,2024-02-08,FCL-1020,BP-30049,ITM-LAB-001,Laboratory assay material pack,laboratory_material,43,pack,732.91,AVL,2024-02-21,expedited,Cold Chain,completed
PO-2024-00005,1,2024-02-25,FCL-1017,BP-30059,ITM-CSE-002,Insulated transport container,cold_storage_equipment,6,unit,3264.61,AVL,2024-03-09,ordinary,Facilities,completed
PO-2024-00006,1,2024-03-03,FCL-1030,BP-30078,ITM-CSE-002,Insulated transport container,cold_storage_equipment,24,unit,3452.52,AVL,2024-03-15,expedited,Field Operations,completed
PO-2024-00007,1,2024-04-16,FCL-1011,BP-30020,ITM-PRO-001,Field protective equipment case,protective_equipment,14,case,449.77,VLN,2024-05-04,expedited,Clinical Services,completed
PO-2024-00008,1,2024-05-12,FCL-1019,BP-30078,ITM-PRO-001,Field protective equipment case,protective_equipment,38,case,440.24,AVL,2024-06-11,ordinary,Field Operations,completed
PO-2024-00009,1,2024-05-31,FCL-1019,BP-30078,ITM-AGR-002,Mixed orchard produce pallet,agricultural_product,24,pallet,1400.37,AVL,2024-06-17,expedited,Research Services,completed
PO-2024-00010,1,2024-06-02,FCL-1029,BP-30034,ITM-OTH-001,General facility material,other,24,unit,723.30,VLN,2024-06-15,ordinary,Facilities,completed
PO-2024-00011,1,2024-06-02,FCL-1011,BP-30080,ITM-CSE-001,Portable cold-storage module,cold_storage_equipment,16,unit,11952.58,VLN,2024-06-15,ordinary,Facilities,completed
PO-2024-00012,1,2024-06-04,FCL-1003,BP-30078,ITM-RES-001,Applied research contract,research_contract,1,contract,19503.48,KRN,2024-06-28,ordinary,Agricultural Distribution,delayed
PO-2024-00013,1,2024-06-06,FCL-1011,BP-30032,ITM-TRN-001,Regional refrigerated transport service,transport_service,1,service,3619.89,VLN,2024-06-24,ordinary,General Operations,completed
PO-2024-00014,1,2024-06-06,FCL-1007,BP-30078,ITM-CSE-002,Insulated transport container,cold_storage_equipment,20,unit,3296.27,VLN,2024-07-07,ordinary,Field Programmes,completed
PO-2024-00015,1,2024-06-07,FCL-1029,BP-30026,ITM-LAB-002,Sample preparation material pack,laboratory_material,20,pack,571.98,VLN,2024-06-30,ordinary,Field Programmes,completed
PO-2024-00016,1,2024-06-08,FCL-1011,BP-30049,ITM-OFF-001,Office supply case,office_supply,54,case,91.95,VLN,2024-06-20,restricted,Agricultural Distribution,completed
PO-2024-00017,1,2024-06-08,FCL-1019,BP-30078,ITM-LAB-001,Laboratory assay material pack,laboratory_material,60,pack,666.76,AVL,2024-06-17,ordinary,,completed
PO-2024-00018,1,2024-06-09,FCL-1006,BP-30064,ITM-TRN-001,Regional refrigerated transport service,transport_service,1,service,4037.36,TMB,2024-07-09,ordinary,Agricultural Distribution,completed
PO-2024-00019,1,2024-06-09,FCL-1030,BP-30064,ITM-MON-002,Field camera and sensor kit,monitoring_equipment,14,kit,2459.70,KRN,2024-06-20,restricted,Facilities,completed
PO-2024-00020,1,2024-06-09,FCL-1019,BP-30078,ITM-BIO-002,Environmental reference sample lot,biological_sample,6,sealed_lot,1545.44,AVL,2024-06-16,ordinary,Clinical Services,completed
PO-2024-00021,1,2024-06-09,FCL-1010,BP-30054,ITM-CON-001,Operational consulting service,consulting_service,1,service,6409.83,VLN,2024-06-25,ordinary,Clinical Services,completed
PO-2024-00022,1,2024-06-10,FCL-1011,BP-30039,ITM-GRA-001,Programme grant transfer,grant,1,grant,23613.02,VLN,2024-07-12,emergency,Clinical Services,completed
PO-2024-00023,1,2024-06-10,FCL-1019,BP-30078,ITM-RES-001,Applied research contract,research_contract,1 contract,contract,16718.85,AVL,2024-07-05,ordinary,Field Programmes,completed
PO-2024-00024,1,2024-06-11,FCL-1007,BP-30019,ITM-RES-001,Applied research contract,research_contract,1,contract,18792.11,VLN,2024-07-15,emergency,Agricultural Distribution,completed
PO-2024-00025,1,2024-06-12,FCL-1027,BP-30014,ITM-OTH-001,General facility material,other,1,unit,588.46,VLN,2024-07-04,ordinary,General Operations,completed
PO-2024-00026,1,2024-06-12,FCL-1028,BP-30012,ITM-PRO-001,Field protective equipment case,protective_equipment,27,case,391.70,AVL,2024-06-28,restricted,Facilities,completed
PO-2024-00027,1,2024-06-12,FCL-1029,BP-30074,ITM-MED-002,Sterile administration supplies,medical_consumables,5,case,300.27,VLN,2024-06-21,ordinary,Facilities,completed
PO-2024-00028,1,2024-06-13,FCL-1010,BP-30053,ITM-CSE-001,Portable cold-storage module,cold_storage_equipment,15,unit,11589.56,VLN,2024-07-11,ordinary,Research Services,completed
PO-2024-00029,1,2024-06-13,FCL-1019,BP-30041,ITM-OFF-001,Office supply case,office_supply,23,case,97.47,AVL,2024-07-08,restricted,Facilities,completed
PO-2024-00030,1,2024-06-14,FCL-1019,BP-30080,ITM-OTH-001,General facility material,other,8,unit,678.56,AVL,2024-07-23,ordinary,Cold Chain,completed
PO-2024-00031,1,2024-06-14,FCL-1007,BP-30078,ITM-REF-001,Refrigeration maintenance service,refrigeration_service,1,service,2913.18,VLN,2024-07-17,restricted,Clinical Services,completed
PO-2024-00032,1,2024-06-15,FCL-1007,BP-30057,ITM-PRO-001,Field protective equipment case,protective_equipment,16,case,380.90,AVL,2024-07-01,expedited,Field Programmes,completed
PO-2024-00033,1,2024-06-15,FCL-1011,BP-30014,ITM-MEQ-001,Diagnostic equipment unit,medical_equipment,1,unit,21542.27,VLN,2024-07-05,ordinary,Field Programmes,completed
PO-2024-00034,1,2024-06-15,FCL-1011,BP-30013,ITM-MED-002,Sterile administration supplies,medical_consumables,17,case,300.01,VLN,2024-07-24,expedited,Facilities,completed
PO-2024-00035,1,2024-06-17,FCL-1020,BP-30008,ITM-LEG-001,Regulatory legal service,legal_service,1,service,4244.39,TMB,2024-07-28,expedited,Cold Chain,completed
PO-2024-00036,1,2024-06-17,FCL-1002,BP-30054,ITM-LAB-001,Laboratory assay material pack,laboratory_material,18,pack,745.54,VLN,2024-07-17,ordinary,General Operations,completed
PO-2024-00037,1,2024-06-17,FCL-1019,BP-30021,ITM-GRA-001,Programme grant transfer,grant,1,grant,28425.99,AVL,2024-07-26,ordinary,Cold Chain,completed
PO-2024-00038,1,2024-06-18,FCL-1016,BP-30033,ITM-AGR-002,Mixed orchard produce pallet,agricultural_product,24,pallet,1175.34,TMB,2024-07-05,ordinary,General Operations,completed
PO-2024-00039,1,2024-06-19,FCL-1025,BP-30025,ITM-PRO-001,Field protective equipment case,protective_equipment,4,case,406.74,AVL,2024-07-09,restricted,Agricultural Distribution,completed
PO-2024-00040,1,2024-06-19,FCL-1011,BP-30025,ITM-OTH-001,General facility material,other,22,unit,722.41,VLN,2024-07-08,expedited,Clinical Services,completed
PO-2024-00041,1,2024-06-19,FCL-1002,BP-30060,ITM-CSE-002,Insulated transport container,cold_storage_equipment,15,unit,3604.19,NDH,2024-07-05,ordinary,Agricultural Distribution,completed
PO-2024-00042,1,2024-06-19,FCL-1009,BP-30058,ITM-REF-001,Refrigeration maintenance service,refrigeration_service,1,service,2572.42,NDH,2024-07-26,ordinary,Cold Chain,completed
PO-2024-00043,1,2024-06-20,FCL-1016,BP-30059,ITM-MED-002,Sterile administration supplies,medical_consumables,50,case,283.81,TMB,2024-07-16,ordinary,Facilities,completed
PO-2024-00044,1,2024-06-20,FCL-1011,BP-30041,ITM-PRO-002,Cold-handling protective supplies,protective_equipment,87,case,619.04,VLN,2024-07-26,expedited,Research Services,completed
PO-2024-00045,1,2024-06-21,FCL-1008,BP-30033,ITM-MED-002,Sterile administration supplies,medical_consumables,69,case,263.66,VLN,2024-07-18,ordinary,Clinical Services,completed
PO-2024-00046,1,2024-06-22,FCL-1010,BP-30007,ITM-AGR-002,Mixed orchard produce pallet,agricultural_product,49,pallet,1254.06,VLN,2024-07-29,restricted,Field Programmes,completed
PO-2024-00047,1,2024-06-23,FCL-1007,BP-30078,ITM-OFF-001,Office supply case,office_supply,33,case,102.24,VLN,2024-07-16,ordinary,General Operations,completed
PO-2024-00048,1,2024-06-23,FCL-1016,BP-30029,ITM-PRO-001,Field protective equipment case,protective_equipment,4,case,469.62,TMB,2024-07-13,ordinary,Clinical Services,completed
PO-2024-00049,1,2024-06-23,FCL-1025,BP-30028,ITM-OFF-001,Office supply case,office_supply,44,case,99.37,NDH,2024-08-03,emergency,Research Services,completed
PO-2024-00050,1,2024-06-23,FCL-1030,BP-30023,ITM-LAB-001,Laboratory assay material pack,laboratory_material,8,pack,809.37,KRN,2024-08-02,expedited,General Operations,completed
PO-2024-00051,1,2024-07-28,FCL-1020,BP-30078,ITM-MON-002,Field camera and sensor kit,monitoring_equipment,16,kit,1984.94,AVL,2024-08-27,ordinary,Field Operations,completed
PO-2024-00052,1,2024-07-30,FCL-1010,BP-30072,ITM-OTH-001,General facility material,other,5,unit,656.93,VLN,2024-09-02,ordinary,Agricultural Distribution,delayed
PO-2024-00053,1,2024-08-15,FCL-1011,BP-30007,ITM-BIO-001,Temperature-sensitive clinical reference material,biological_sample,17,sealed_lot,5462.88,VLN,2024-08-29,expedited,Facilities,completed
PO-2024-00054,1,2024-09-03,FCL-1030,BP-30078,ITM-LAB-001,Laboratory assay material pack,laboratory_material,59,pack,793.02,KRN,2024-10-13,ordinary,Agricultural Distribution,cancelled
PO-2024-00055,1,2024-09-14,FCL-1001,BP-30033,ITM-MON-003,Telemetry maintenance kit,monitoring_equipment,16,kit,861.91,TMB,2024-10-13,expedited,Agricultural Distribution,completed
PO-2024-00056,1,2024-09-21,FCL-1011,BP-30056,ITM-OFF-001,Office supply case,office_supply,51,case,109.01,VLN,2024-10-17,ordinary,Cold Chain,completed
PO-2024-00057,1,2024-10-18,FCL-1011,BP-30012,ITM-CON-001,Operational consulting service,consulting_service,1,service,6240.08,VLN,2024-11-14,expedited,Agricultural Distribution,completed
PO-2024-00058,1,2024-10-19,FCL-1030,BP-30028,ITM-MON-002,Field camera and sensor kit,monitoring_equipment,19,kit,1951.29,KRN,2024-11-24,ordinary,Clinical Services,completed
PO-2024-00059,1,2024-10-29,FCL-1024,BP-30060,ITM-MON-002,Field camera and sensor kit,monitoring_equipment,14,kit,2034.87,KRN,2024-11-07,restricted,Facilities,completed
PO-2024-00060,1,2024-11-03,FCL-1014,BP-30049,ITM-REF-001,Refrigeration maintenance service,refrigeration_service,1,service,2622.37,TMB,2024-11-24,restricted,Field Programmes,completed
PO-2024-00061,1,2024-11-21,FCL-1008,BP-30020,ITM-MEQ-001,Diagnostic equipment unit,medical_equipment,25,unit,18925.55,NDH,2024-12-03,ordinary,Field Programmes,completed
PO-2024-00062,1,2024-12-02,FCL-1011,BP-30065,ITM-AGE-001,Orchard maintenance equipment,agricultural_equipment,11,unit,5797.47,VLN,2024-12-12,restricted,Field Programmes,completed
PO-2025-00001,1,2025-01-04,FCL-1030,BP-30052,ITM-REF-001,Refrigeration maintenance service,refrigeration_service,1,service,2485.64,KRN,2025-01-29,ordinary,Facilities,completed
PO-2025-00002,1,2025-01-09,FCL-1010,BP-30017,ITM-CSE-001,Portable cold-storage module,cold_storage_equipment,3,unit,14279.85,VLN,2025-02-07,ordinary,Agricultural Distribution,completed
PO-2025-00003,1,2025-01-27,FCL-1028,BP-30001,ITM-AGR-001,Durian produce pallet,agricultural_product,37,pallet,2118.23,AVL,2025-02-18,ordinary,Facilities,completed
PO-2025-00004,1,2025-01-29,FCL-1011,BP-30057,ITM-CSE-002,Insulated transport container,cold_storage_equipment,6,unit,3677.04,VLN,2025-03-02,ordinary,Facilities,completed
PO-2025-00005,1,2025-02-06,FCL-1006,BP-30032,ITM-TRN-001,Regional refrigerated transport service,transport_service,1,service,4403.98,TMB,2025-02-25,ordinary,Clinical Services,completed
PO-2025-00006,1,2025-03-02,FCL-1010,BP-30022,ITM-BIO-003,Wildlife survey specimen lot,biological_sample,9,sealed_lot,883.47,VLN,2025-03-09,ordinary,Agricultural Distribution,completed
PO-2025-00007,1,2025-03-09,FCL-1030,BP-30058,ITM-CSE-002,Insulated transport container,cold_storage_equipment,12,unit,3317.80,KRN,2025-03-20,ordinary,Clinical Services,completed
PO-2025-00008,1,2025-03-22,FCL-1011,BP-30079,ITM-MED-001,General clinical consumable case,medical_consumables,31,case,161.58,VLN,2025-04-19,ordinary,Agricultural Distribution,completed
PO-2025-00009,1,2025-03-30,FCL-1030,BP-30078,ITM-CSE-001,Portable cold-storage module,cold_storage_equipment,16,unit,11398.01,AVL,2025-05-06,ordinary,Field Operations,completed
PO-2025-00010,1,2025-04-20,FCL-1019,BP-30078,ITM-OTH-001,General facility material,other,2,unit,654.57,AVL,2025-05-15,ordinary,Clinical Services,completed
PO-2025-00011,1,2025-05-01,FCL-1011,BP-30018,ITM-MON-003,Telemetry maintenance kit,monitoring_equipment,11,kit,876.99,VLN,2025-05-27,ordinary,Research Services,completed
PO-2025-00012,1,2025-05-02,FCL-1019,BP-30078,ITM-CON-001,Operational consulting service,consulting_service,1,service,5549.12,AVL,2025-05-15,expedited,Facilities,completed
